class,order,family,type.status,distribution,record.status,number,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,canonical
Insecta,Siphonaptera,Stivaliidae,NA,Malaysia,"Reviewed, 2011, Submitted by F. Shockley, SI.",547,Lentistivalius,(Destivalius),mjoebergi,NA,"Jordan, 1926,",Lentistivalius mjoebergi
Insecta,Siphonaptera,Stivaliidae,NA,Malaysia,"Reviewed, 2011, Submitted by F. Shockley, SI.",548,Lentistivalius,(Lentistivalius),insolli,NA,"Traub, 1950,",Lentistivalius insolli
Insecta,Siphonaptera,Stivaliidae,NA,Malaysia,"Reviewed, 2011, Submitted by F. Shockley, SI.",549,Medwayella,NA,robinsoni,robinsoni,"Rothschild, 1905,",Medwayella robinsoni robinsoni
Insecta,Siphonaptera,Ceratophyllidae,NA,Mexico; Russia; Venesuela,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",550,Dasypsyllus,NA,stejnegeri,NA,",",Dasypsyllus stejnegeri
Insecta,Siphonaptera,Ceratophyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",551,Foxella,NA,mexicana,NA,"Fox, 1939,",Foxella mexicana
Insecta,Siphonaptera,Ceratophyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",552,Jellisonia,NA,wisemani,NA,"Eads, 1951,",Jellisonia wisemani
Insecta,Siphonaptera,Ceratophyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",553,Thrassis,NA,peninsularis,NA,"Lewis, 1993,",Thrassis peninsularis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",554,Ctenophthalmus,(Alloctenus),cryptotis,NA,"Traub & Barrera, 1966,",Ctenophthalmus cryptotis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",555,Anomiopsyllus,NA,nidiophilus,NA,"Tipton & Mendez, 1968,",Anomiopsyllus nidiophilus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",556,Ctenophthalmus,NA,pseudagyrtes,micropus,"Traub, 1950,",Ctenophthalmus pseudagyrtes micropus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",557,Stenoponia,NA,ponera,NA,"Traub & Johnson, 1952,",Stenoponia ponera
Insecta,Siphonaptera,Ceratophyllidae,NA,"Mexico; United States (New Mexico, Texas)","Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",558,Ceratophyllus,NA,coahuilensis,NA,"Eads, 1956,",Ceratophyllus coahuilensis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",559,Strepsylla,NA,schmidti,NA,"Traub & Barrera, 1955,",Strepsylla schmidti
Insecta,Siphonaptera,Pulicidae,NA,Mexico; Peru,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",560,Cediopsylla,NA,spillmanni,NA,",",Cediopsylla spillmanni
Insecta,Siphonaptera,Pulicidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",561,Tunga,NA,monositus,NA,"Barnes & Radovsky, 1969,",Tunga monositus
Insecta,Siphonaptera,Ceratophyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",562,Foxella,(Afoxella),macgregori,macgregori,"Barrera, 1953,",Foxella macgregori macgregori
Insecta,Siphonaptera,Ceratophyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",563,Jellisonia,NA,hayesi,breviloba,"Traub, 1950,",Jellisonia hayesi breviloba
Insecta,Siphonaptera,Ceratophyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",564,Kohlsia,NA,linni,NA,"Hubbard, 1958,",Kohlsia linni
Insecta,Siphonaptera,Ceratophyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",565,Kohlsia,NA,pelaezi,NA,"Barrera, 1956,",Kohlsia pelaezi
Insecta,Siphonaptera,Ceratophyllidae,NA,"Mexico; United States (Arizona, Colorado, New Mexico, Oregon, Utah, Washington)","Reviewed, 2011, Submitted by F. Shockley, SI.",566,Eumolpianus,NA,eumolpi,americanus,"Hubbard, 1950,",Eumolpianus eumolpi americanus
Insecta,Siphonaptera,Ceratophyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",567,Jellisonia,NA,bonia,NA,"Traub & Johnson, 1952,",Jellisonia bonia
Insecta,Siphonaptera,Ceratophyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",568,Jellisonia,NA,hayesi,hayesi,"Traub, 1950,",Jellisonia hayesi hayesi
Insecta,Siphonaptera,Ceratophyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",569,Jellisonia,NA,hayesi,NA,",",Jellisonia hayesi
Insecta,Siphonaptera,Ceratophyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",570,Jellisonia,NA,klotsi,NA,"Traub, 1944,",Jellisonia klotsi
Insecta,Siphonaptera,Ceratophyllidae,NA,"Mexico; United States (Arizona, New Mexico)","Reviewed, 2011, Submitted by F. Shockley, SI.",571,Opisodasys,(Sciuropsylla),robustus,robustus,"Jordan, 1925,",Opisodasys robustus robustus
Insecta,Siphonaptera,Ceratophyllidae,NA,"Mexico; United States (Arizona, Colorado, Kansas, Montana, Nebraska, New Mexico, Oklahoma, Oregon, Texas, Utah, Washington, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",572,Pleochaetis,NA,exilis,NA,"Jordan, 1937,",Pleochaetis exilis
Insecta,Siphonaptera,Ceratophyllidae,NA,"Mexico; United States (Arizona, Texas)","Reviewed, 2011, Submitted by F. Shockley, SI.",573,Plusaetis,NA,asetus,NA,"Traub, 1950,",Plusaetis asetus
Insecta,Siphonaptera,Ceratophyllidae,NA,"Mexico; United States (Arizona, Colorado, Kansas, Montana, Nebraska, New Mexico, North Dakota, Oklahoma, South Dakota, Texas, Utah, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",574,Oropsylla,(Opisocrostis),hirsutus,NA,"Baker, 1895,",Oropsylla hirsutus
Insecta,Siphonaptera,Ischnopsyllidae,NA,"Mexico; United States (Alabama, Florida, Georgia, New Mexico, Oklahoma, South Carolina, Texas)","Reviewed, 2011, Submitted by F. Shockley, SI.",575,Sternopsylla,NA,distinca,texana,"Fox, 1914,",Sternopsylla distinca texana
Insecta,Siphonaptera,Ceratophyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",576,Dactylopsylla,NA,megasoma,NA,"Barrera, 1953,",Dactylopsylla megasoma
Insecta,Siphonaptera,Ceratophyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",577,Jellisonia,NA,grayi,NA,"Hubbard, 1958,",Jellisonia grayi
Insecta,Siphonaptera,Ceratophyllidae,NA,Mexico; United States (Texas),"Reviewed, 2011, Submitted by F. Shockley, SI.",578,Jellisonia,NA,ironsi,NA,"Eads, 1947,",Jellisonia ironsi
Insecta,Siphonaptera,Ceratophyllidae,NA,"Mexico; United States (Arizona, New Mexico)","Reviewed, 2011, Submitted by F. Shockley, SI.",579,Opisodasys,(Sciuropsylla),robustus,mexicanus,"Dampf, 1942,",Opisodasys robustus mexicanus
Insecta,Siphonaptera,Ceratophyllidae,NA,"Mexico; United States (Arizona, New Mexico)","Reviewed, 2011, Submitted by F. Shockley, SI.",580,Plusaetis,NA,sibynus,sibynus,"Jordan, 1925,",Plusaetis sibynus sibynus
Insecta,Siphonaptera,Ischnopsyllidae,NA,"Mexico; United States (California, Idaho, Montana, Nevada, Oregon, Texas, Washington, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",581,Myodopsylla,NA,gentilis,NA,"Jordan & Rothschild, 1921,",Myodopsylla gentilis
Insecta,Siphonaptera,Leptopsyllidae,NA,"Mexico; United States (Arizona, California, Colorado, Kansas, Montana, Nevada, New Mexico, Oklahoma, Texas, Utah, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",582,Peromyscopsylla,NA,hesperomys,adelpha,"Rothschild, 1915,",Peromyscopsylla hesperomys adelpha
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",584,Rhadinopsylla,(Actenophthalmus),mexicana,NA,"Barrera, 1952,",Rhadinopsylla mexicana
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",585,Anomiopsyllus,NA,martini,NA,"Holland, 1965,",Anomiopsyllus martini
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"Mexico; United States (California, Colorado, Kansas, New Mexico, Texas)","Reviewed, 2011, Submitted by F. Shockley, SI.",586,Anomiopsyllus,NA,nudatus,hiemalis,"Eads & Menzies, 1948,",Anomiopsyllus nudatus hiemalis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",587,Atyphloceras,NA,tancitari,NA,"Traub & Johnson, 1952,",Atyphloceras tancitari
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"Mexico; United States (California, Colorado, Kansas, New Mexico, Texas)","Reviewed, 2011, Submitted by F. Shockley, SI.",588,Corrodopsylla,NA,curvata,curvata,"Rothschild, 1915,",Corrodopsylla curvata curvata
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",589,Corrodopsylla,NA,curvata,lira,"Traub, 1950,",Corrodopsylla curvata lira
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",590,Ctenophthalmus,(Nearctoctenophthalmus),haagi,NA,"Traub, 1950,",Ctenophthalmus haagi
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"Mexico; United States (Iowa, Montana)","Reviewed, 2011, Submitted by F. Shockley, SI.",591,Epitedia,NA,wenmanni,NA,"Rothschild, 1904,",Epitedia wenmanni
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"Mexico; United States (California, New Mexico)","Reviewed, 2011, Submitted by F. Shockley, SI.",592,Meringis,NA,altipecten,NA,"Traub & Hoff, 1951,",Meringis altipecten
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"Mexico; United States (Arizona, New Mexico, Texas)","Reviewed, 2011, Submitted by F. Shockley, SI.",593,Meringis,NA,arachis,NA,"Jordan, 1929,",Meringis arachis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,"Mexico; United States (Arizona, Colorado, Montana, Nevada, New Mexico, Utah, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",594,Stenistomera,NA,alpina,NA,"Baker, 1895,",Stenistomera alpina
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",595,Strepsylla,NA,davisae,NA,"Traub & Johnson, 1952,",Strepsylla davisae
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",596,Strepsylla,NA,machadoi,NA,"Barrera & Traub, 1963,",Strepsylla machadoi
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",597,Strepsylla,NA,mina,NA,"Traub, 1950,",Strepsylla mina
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",598,Strepsylla,NA,taluna,NA,"Traub & Johnson, 1952,",Strepsylla taluna
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",600,Polygenis,(Polygenis),adocetus,NA,"Traub, 1950,",Polygenis adocetus
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Mexico; United States (New Mexico),"Reviewed, 2011, Submitted by F. Shockley, SI.",601,Polygenis,(Polygenis),martinezbaezi,NA,"Vargas, 1951,",Polygenis martinezbaezi
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Mexico,"Reviewed, 2011, Submitted by F. Shockley, SI.",602,Polygenis,(Polygenis),vazquezi,NA,"Vargas, 1951,",Polygenis vazquezi
Insecta,Siphonaptera,Pulicidae,NA,"Mexico; United States (Arizona, Arkansas, California, Colorado, Florida, Iowa, Kansas, Montana, Nebraska, Nevada, New Mexico, North Dakota, Oklahoma, Oregon, Texas, Utah, Washington, Wisconsin)","Reviewed, 2011, Submitted by F. Shockley, SI.",603,Euhoplopsyllus,NA,glacialis,affinis,"Baker, 1904,",Euhoplopsyllus glacialis affinis
Insecta,Siphonaptera,Pulicidae,NA,"Mexico; United States (California, Nevada, New Mexico, Oregon, Texas)","Reviewed, 2011, Submitted by F. Shockley, SI.",604,Euhoplopsyllus,NA,glacialis,foxi,"Ewing, 1924,",Euhoplopsyllus glacialis foxi
Insecta,Siphonaptera,Pulicidae,NA,"Mexico; United States (Arizona, California, Colorado, Idaho, Nevada, New Mexico, Oregon, Texas, Utah, Wyoming)","Reviewed, 2011, Submitted by F. Shockley, SI.",605,Hoplopsyllus,NA,anomalus,NA,"Baker, 1904,",Hoplopsyllus anomalus
Insecta,Siphonaptera,Pulicidae,NA,Mexico; United States (Texas),"Reviewed, 2011, Submitted by F. Shockley, SI.",606,Pulex,(Juxtapulex),porcinus,NA,"Jordan & Rothschild, 1923,",Pulex porcinus
Insecta,Siphonaptera,Leptopsyllidae,NA,Morocco,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",607,Leptopsylla,(Leptopsylla),algira,agadirensis,"Hastriter & Tipton, 1975,",Leptopsylla algira agadirensis
Insecta,Siphonaptera,Leptopsyllidae,NA,Morocco,"Reviewed, 2011, Submitted by F. Shockley, SI.",608,Caenopsylla,NA,mira,NA,"Rothschild, 1909,",Caenopsylla mira
Insecta,Siphonaptera,Leptopsyllidae,NA,Morocco,"Reviewed, 2011, Submitted by F. Shockley, SI.",609,Leptopsylla,NA,tashenbergi,amitina,"Jordan & Rothschild, 1914,",Leptopsylla tashenbergi amitina
Insecta,Siphonaptera,Leptopsyllidae,NA,Morocco,"Reviewed, 2011, Submitted by F. Shockley, SI.",610,Leptopsylla,(Leptopsylla),algira,NA,",",Leptopsylla algira
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Morocco,"Reviewed, 2011, Submitted by F. Shockley, SI.",611,Ctenophthalmus,(Ctenophthalmus),andorrensis,NA,",",Ctenophthalmus andorrensis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Morocco,"Reviewed, 2011, Submitted by F. Shockley, SI.",612,Ctenophthalmus,(Ctenophthalmus),andorrensis,veletensis,"B. et al., 1973,",Ctenophthalmus andorrensis veletensis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Morocco,"Reviewed, 2011, Submitted by F. Shockley, SI.",613,Rhadinopsylla,(Rhadinopsylla),masculana,NA,"Jordan & Rothschild, 1912,",Rhadinopsylla masculana
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Morocco; Tunisia,"Reviewed, 2011, Submitted by F. Shockley, SI.",614,Stenoponia,NA,tripectinata,insperata,"Weise, 1930,",Stenoponia tripectinata insperata
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Morocco,"Reviewed, 2011, Submitted by F. Shockley, SI.",615,Stenoponia,NA,tripectinata,megaera,"Jordan, 1958,",Stenoponia tripectinata megaera
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Morocco,"Reviewed, 2011, Submitted by F. Shockley, SI.",616,Stenoponia,NA,tripectinata,thinophila,"Jordan, 1958,",Stenoponia tripectinata thinophila
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Morocco,"Reviewed, 2011, Submitted by F. Shockley, SI.",617,Typhloceras,NA,favosum,favosum,"Jordan & Rothschild, 1914,",Typhloceras favosum favosum
Insecta,Siphonaptera,Pulicidae,NA,Morocco; Tunisia,"Reviewed, 2011, Submitted by F. Shockley, SI.",618,Archaeopsylla,NA,erinacei,maura,"Jordan & Rothschild, 1912,",Archaeopsylla erinacei maura
Insecta,Siphonaptera,Pulicidae,NA,Morocco,"Reviewed, 2011, Submitted by F. Shockley, SI.",619,Xenopsylla,NA,blanci,NA,"Smit, 1957,",Xenopsylla blanci
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mozambique; South Africa; Zaire; Zimbabwe,"Reviewed, 2011, Submitted by F. Shockley, SI.",620,Ctenophthalmus,(Ethioctenophthalmus),calceatus,NA,",",Ctenophthalmus calceatus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mozambique,"Reviewed, 2011, Submitted by F. Shockley, SI.",621,Ctenophthalmus,(Ethioctenophthalmus),calceatus,tholatus,"Traub, 1963,",Ctenophthalmus calceatus tholatus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mozambique; Zimbabwe,"Reviewed, 2011, Submitted by F. Shockley, SI.",622,Ctenophthalmus,(Ethioctenophthalmus),smithersi,NA,"Demeillon, 1950,",Ctenophthalmus smithersi
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Mozambique; South Africa; Zimbabwe,"Reviewed, 2011, Submitted by F. Shockley, SI.",623,Dinopsyllus,(Dinopsyllus),ellobius,NA,"Rothschild, 1905,",Dinopsyllus ellobius
Insecta,Siphonaptera,Pulicidae,NA,Mozambique; South Africa; Tanzania,"Reviewed, 2011, Submitted by F. Shockley, SI.",625,Ctenocephalides,NA,felis,damarensis,"Jordan, 1936,",Ctenocephalides felis damarensis
Insecta,Siphonaptera,Pulicidae,NA,Mozambique; South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",626,Xenopsylla,NA,cornigera,NA,"Smit, 1956,",Xenopsylla cornigera
Insecta,Siphonaptera,Pulicidae,NA,Mozambique; Zaire,"Reviewed, 2011, Submitted by F. Shockley, SI.",627,Xenopsylla,NA,syngenis,NA,"Jordan, 1937,",Xenopsylla syngenis
Insecta,Siphonaptera,Stivaliidae,NA,Mozambique; Tanzania; Zimbabwe,"Reviewed, 2011, Submitted by F. Shockley, SI.",628,Lentistivalius,(Lentistivalius),alienus,NA,"Smit, 1958,",Lentistivalius alienus
Insecta,Siphonaptera,Chimaeropsyllidae,NA,Namibia; South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",630,Chiastopsylla,NA,mulleri,mulleri,"Ingram, 1927,",Chiastopsylla mulleri mulleri
Insecta,Siphonaptera,Chimaeropsyllidae,NA,Namibia; South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",631,Chiastopsylla,NA,nama,NA,"Demeillon & Hardy, 1951,",Chiastopsylla nama
Insecta,Siphonaptera,Chimaeropsyllidae,NA,Namibia; South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",632,Chiastopsylla,NA,pitchfordi,NA,"Ingram, 1927,",Chiastopsylla pitchfordi
Insecta,Siphonaptera,Chimaeropsyllidae,NA,Namibia; South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",633,Epirimia,NA,aganippes,NA,"Rothschild, 1904,",Epirimia aganippes
Insecta,Siphonaptera,Pulicidae,NA,Namibia; South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",634,Procaviopsylla,NA,angolensis,NA,"Jordan, 1925,",Procaviopsylla angolensis
Insecta,Siphonaptera,Pulicidae,NA,Namibia; South Africa; Tanzania; Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",635,Xenopsylla,NA,versuta,NA,"Jordan, 1925,",Xenopsylla versuta
Insecta,Siphonaptera,Leptopsyllidae,NA,Nepal,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",636,Paradoxopsyllus,NA,acanthus,NA,"Lewis, 1974,",Paradoxopsyllus acanthus
Insecta,Siphonaptera,Leptopsyllidae,NA,Nepal,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",637,Paradoxopsyllus,NA,digitatus,NA,"Lewis, 1973,",Paradoxopsyllus digitatus
Insecta,Siphonaptera,Leptopsyllidae,NA,Nepal,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",638,Paradoxopsyllus,NA,oribatus,NA,"Lewis, 1973,",Paradoxopsyllus oribatus
Insecta,Siphonaptera,Leptopsyllidae,NA,Nepal,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",639,Amphipsylla,NA,kulkarnii,NA,"Lewis, 1981,",Amphipsylla kulkarnii
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Nepal,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",640,Palaeopsylla,NA,helenae,NA,"Lewis, 1973,",Palaeopsylla helenae
Insecta,Siphonaptera,Vermipsyllidae,NA,Nepal; Russia,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",641,Chaetopsylla,NA,gracilis,NA,"Lewis, 1971,",Chaetopsylla gracilis
Insecta,Siphonaptera,Ceratophyllidae,NA,Nepal,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",642,Smitipsylla,NA,maseri,NA,"Lewis, 1971,",Smitipsylla maseri
Insecta,Siphonaptera,Leptopsyllidae,NA,Nepal,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",643,Paradoxopsyllus,NA,hollandi,NA,"Lewis, 1973,",Paradoxopsyllus hollandi
Insecta,Siphonaptera,Leptopsyllidae,NA,Nepal,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",644,Paradoxopsyllus,NA,magnificus,NA,"Lewis, 1973,",Paradoxopsyllus magnificus
Insecta,Siphonaptera,Leptopsyllidae,NA,Nepal,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",645,Paradoxopsyllus,NA,mustangensis,NA,"Lewis, 1974,",Paradoxopsyllus mustangensis
Insecta,Siphonaptera,Leptopsyllidae,NA,Nepal; Taiwan,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",646,Peromyscopsylla,NA,himalaica,NA,",",Peromyscopsylla himalaica
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Nepal,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",647,Palaeopsylla,NA,tauberi,NA,"Lewis, 1973,",Palaeopsylla tauberi
Insecta,Siphonaptera,Ancistropsyllidae,NA,Nepal,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",648,Ancistropsylla,NA,nepalensis,NA,"Lewis, 1968,",Ancistropsylla nepalensis
Insecta,Siphonaptera,Ceratophyllidae,NA,Nepal,"Reviewed, 2011, Submitted by F. Shockley, SI.",649,Citellophilus,NA,mygala,NA,"Lewis, 1971,",Citellophilus mygala
Insecta,Siphonaptera,Leptopsyllidae,NA,Nepal,"Reviewed, 2011, Submitted by F. Shockley, SI.",650,Paradoxopsyllus,NA,custodis,NA,"Jordan, 1932,",Paradoxopsyllus custodis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Nepal,"Reviewed, 2011, Submitted by F. Shockley, SI.",651,Genoneopsylla,NA,kunaveri,NA,"Brelih, 1975,",Genoneopsylla kunaveri
Insecta,Siphonaptera,Ceratophyllidae,NA,Netherlands; Scotland,"Reviewed, 2011, Submitted by F. Shockley, SI.",652,Ceratophyllus,(Ceratophyllus),rusticus,NA,"Wagner, 1903,",Ceratophyllus rusticus
Insecta,Siphonaptera,Pygiopsyllidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",653,Tiflovia,NA,stellalpestris,NA,"Traub, 1977,",Tiflovia stellalpestris
Insecta,Siphonaptera,Pygiopsyllidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",654,Tiflovia,NA,pachnopoata,NA,"Traub, 1977,",Tiflovia pachnopoata
Insecta,Siphonaptera,Leptopsyllidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",655,Sigmactenus,NA,cavifrons,NA,"Smit, 1975,",Sigmactenus cavifrons
Insecta,Siphonaptera,Leptopsyllidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",656,Sigmactenus,NA,toxopeusi,NA,"Smit, 1953,",Sigmactenus toxopeusi
Insecta,Siphonaptera,Pulicidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",657,Xenopsylla,NA,papuensis,NA,"Jordan, 1933,",Xenopsylla papuensis
Insecta,Siphonaptera,Pygiopsyllidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",658,Bibikovana,NA,laciniosa,laciniosa,"Rothschild, 1908,",Bibikovana laciniosa laciniosa
Insecta,Siphonaptera,Pygiopsyllidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",659,Bibikovana,NA,laciniosa,NA,",",Bibikovana laciniosa
Insecta,Siphonaptera,Pygiopsyllidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",660,Hoogstralia,NA,novaeguineae,NA,"Holland, 1969,",Hoogstralia novaeguineae
Insecta,Siphonaptera,Pygiopsyllidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",661,Pygiopsylla,NA,spinata,NA,"Holland, 1969,",Pygiopsylla spinata
Insecta,Siphonaptera,Stivaliidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",662,Ideochaetis,NA,illustris,NA,"Jordan, 1937,",Ideochaetis illustris
