Order,Infraorder,Superfamily,FAMILY,SUBFAMILY,GENUS,SPECIES,subspecies,Author,YEAR,SYNONYM(S),,Fossil
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Sigmactenus,alticola,crassinavis,Durden & Beaucournu,2000,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Neotyphloceras,crassispina,crassispina,Rothschild,1914,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Leptopsylla,taschenbergi,cressida,Peus,1954,,,
Siphonaptera,Pulicomorpha,Malacopsylloidea ,Rhopalopsyllidae,Rhopalopsyllinae,Rhopalopsyllus,lugubris,cryptoctenes,(Enderlein),1912,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,agyrtes,cultur,"Beaucournu, Valle & Launay",1981,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Peromyscopsylla,hamifer,cuneata,Johnson & Traub,1954,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Doratopsyllinae,Corrodopsylla,curvata,curvata,(Rothschild),1915,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Doratopsyllinae,Doratopsylla,dasycnema,cuspis,Rothschild,1915,"Doratopsylla bifida Yurkina, 1952",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Amalaraeus,dissimilis,daghestanicus,Labunets,1982,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Rhadinopsyllinae,Rhadinopsylla,dahurica,dahurica,Jordan & Rothschild,1923,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Doratopsyllinae,Doratopsylla,dampfi,dampfi,Argyropulo,1935,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Mesopsylla,hebes,dampfi,Wagner & Ioff,1926,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Doratopsyllinae,Doratopsylla,dasycnema,dasycnema,(Rothschild),1897,"Doratopsylla fennica Nordberg, 1935; Doratopsylla dasycnema tiflov Rosicky, 1957",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Neopsyllinae,Neopsylla,specialis,dechingensis,Hsieh & Yang,1974,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,londiniensis,delivus,Traub,1963,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Amphipsylla,tuta,deqinensis,"Jie, Yang & Li",1979,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,evidens,derocki,Laudisoit & Beaucournu,2009,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Anomiopsyllinae,Callistopsyllus,terinus,deuterus,Jordan,1937,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,wualis,diandongensis,"Li, Xie & Yang",1990,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Rhadinopsyllinae,Rhadinopsylla,dahurica,diclinica,Tiflov,1937,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,agyrtes,dinarus,Rostigayev,1959,,,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Spilopsyllinae,Xenopsylla,conformis,dipodis,Ioff,1953,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Hystrichopsyllidae,Hystrichopsyllinae,Hystrichopsylla,dippiei,dippiei,Rothschild,1902,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Amphalius ,spirataenius,diqingensis,"Li, Xie & Yang",1980,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Doratopsyllinae,Adoratopsylla,antiquorum,discreta,(Jordan),1926,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Neopsyllinae,Neopsylla,dispar,dispar,Jordan,1932,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Amalaraeus,dissimilis,dissimilis,(Jordan),1938,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllidae,Ischnopsyllinae,Sternopsylla,distincta,distincta,(Rothschild),1903,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,nobilis,dobyi,Beaucournu,1962,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Plusaetis,dolens,dolens,(Jordan & Rothschild),1914,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,dolichus,dolichus,Rothschild,1913,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,orphilus,dolomiticus,Jordan,1928,"Ctenophthalmus orphilus heinrichi Peus, 1949",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,kirschenblatti,dombaicus,Rostigayev,1967,,,
Siphonaptera,Pulicomorpha,Coptopsylloidea,Coptopsyllidae,,Coptopsylla,lamellifer,dubinini,Ioff,1950,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Frontopsylla,frontalis,dubiosa,Ioff,1946,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllidae,Ischnopsyllinae,Ptilopsylla,leptina,dunni,Kohls,1942,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,nifetodes,dzukici,Brelih,1986,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Hystrichopsyllidae,Hystrichopsyllinae,Atyphloceras,echis,echis,Jordan & Rothschild,1915,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Ophthalmopsylla,praefecta,ecphora,Labunets,1961,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,egregius,egregius,Peus,1964,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,gratus,elaeus,Peus,1958,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Frontopsylla,elata,elata,(Jordan & Rothschild),1915,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Frontopsylla,elatoides,elatoides,Wagner,1928,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Neopsyllinae,Neopsylla,biseta,elesina,Li,1980,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,laeviceps,ellobii,(Wagner),1933,"Nosopsyllus laeviceps gobiensis Cyprich, Kiefer & Cendsuren, 1977; Ceratophyllus laeviceps mongolicus Wagner, 1930",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,evidens,elogonensis,Jordan,1938,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,elongatus,elongatus,Li & Shen,1963,,,
Siphonaptera,Pygiopsyllomorpha,Pygiopsylloidea,Pygiopsyllidae,,Notiopsylla,enciari,enciari,Smit,1957,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Ceratophyllus,enefdeae,enefdeae,Ioff,1950," Ceratophyllus balati rosicky, 1955",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Odontopsyllus,quirosi,episcopalis,Beaucournu & Gilot,1975,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllidae,Ischnopsyllinae,Dampfia,grahami,equatoris,Smit,1954,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Kohlsia,graphis,erana,Traub,1950,,,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Pulicinae,Archaeopsylla,erinacei,erinacei,(Bouché),1835,"Trichopsylla cuspidata Kolenati, 1863; Pulex gliris Dale, 1878; Pulex metallescens Kolenati, 1856",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,assimilis,errectus,Smit & Rosicky,1965,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Mesopsylla,eucta,eucta,Dampf,1910,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,nifetodes,eugeniae,Wagner,1938,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Agastopsylla,nylota,euneomys,Lewis,1984,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,agyrtes,eurous,Jordan & Rothschild,1912,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,evidens,evidens,Jordan,1929,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Amphipsylla,marikovskii,ewingi,I. Fox,1940,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Frontopsylla,exilidigita,exilidigita,"Liu, Wu & Chang",1974,,,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Spilopsyllinae,Euhoplopsyllus,glacialis,exoticus,(Jordan & Rothschild),1923,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Anomiopsyllinae,Anomiopsyllus,falsicalifornicus,falsicalifornicus,C. Fox,1929,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Ceratophyllus,farreni,farreni,Rothschild,1905,"Ceratophyllus farreni meridionalis Jordan & Rothschild, 1912; Ceratophyllus numidus Jordan & Rothschild, 1915",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Ophthalmopsylla,volgensis,fascicula,Scalon,1968,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Hystrichopsyllidae,Hystrichopsyllinae,Typhloceras,favosum,favosum,Jordan & Rothschild,1914,,,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Pulicinae,Ctenocephalides,felis,felis,(Bouché),1835,"Pulex cati Mégnin, 1880; Pulex concoloris Weyenbergh 1881; Ctenocephalus enneodus Kolenati, 1859; Ctenocephalus serraticeps var. murina Tiraboschi, 1904; Ctenocephalus musculi Sugimoto, 1933; Pulex nasuae Weyenbergh, 1881; Pulex obscurus Weyenbergh, 1881; Pulex rufus Gravenhorst, 1828; Pulex serraticeps Gervais, 1844",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,agyrtes,fennicus,Peus,1950,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Paraceras,melis,flabellum,Wagner,1916,"Oropsylla sinensis Liu, 1935;  Paraceras melis sinensis Sakaguti, 1962",,
Siphonaptera,Pulicomorpha,Coptopsylloidea,Coptopsyllidae,,Coptopsylla,lamellifer,formozovi,Darskaya,1988,,,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Spilopsyllinae,Euhoplopsyllus,glacialis,foxi,(Ewing),1924,"Hoplopsyllus minutus C. Fox, 1926; Hoplopsyllus powersi C. Fox, 1926; Hoplopsyllus tenuidigitus Stewart, 1940",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Callopsylla,cspia,fragilis,(Mikulin),1953,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Ceratophyllus,styx,freyi,Nordberg,1935,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Frontopsylla,frontalis,frontalis,(Rothschild),1908,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Neopsyllinae,Neopsylla,dispar,fukienensis,Chao,1947,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Callopsylla,caspia,gaiskii,(Vovchinskaya),1950,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Dasypsyllus,gallinulae,gallinulae,(Dale),1878,"Ceratophyllus arvenis Dale, 1878; Ceratophyllus atricapillae Dale, 1878; Ceratophyllus caudati Dale 1878; Ceratophyllus cinereae Dale, 1878; Ceratophyllus citrinellae Dale, 1878; Ceratophyllus garruli Dale, 1878; Ceratophyllus merulae Dale, 1878; Ceratophyllus monedulae Dale, 1878; Ceratophyllus newsteadi Rothschild, 1901; Ceratophyllus pyrrhulae Dale, 1878; Ceratophyllus trochili Dale, 1878; Ceratophyllus viscivora Dale, 1878; Dasypsyllus gallinulae zilianus Peus, 1954",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,russulae,galloibericus,Beaucournu & Lumaret,1972,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Amphipsylla,vinogradovi,gansuensis,"Wu, Liu & Ma",1979,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,egregious,garganus,Beaucournu & Grulich,1976,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Stenoponiinae,Stenoponia,tripectinata,gaudi,Beaucournu,1974,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,baeticus,gemellus,Beaucournu,1975,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,congener,geminus,Peus,1959,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Rhadinopsyllinae,Nearctopsylla,genalis,genalis,(Baker),1904,"Nearctopsylla hygini laurentia Jordan & Rothschild, 1923",,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Spilopsyllinae,Xenopsylla,gerbilli,gerbilli,(Wagner),1903,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Peromyscopsylla,bidentata,gervasii,Beaucournu,1975,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Agastopsylla,boxi,gibbosa,Beaucournu & Alcover,1990,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,gigantospalacis,gigantospalacis,Ioff,1929,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,apertus,gilcolladoi,Wagner,1939,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Doratopsyllinae,Doratopsylla,dasycnema,giloti,Beaucournu,1975,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Frontopsylla,elata,glabra,Ioff,1946,,,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Spilopsyllinae,Euhoplopsyllus,glacialis,glacialis,(Taschenberg),1880,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,laeviceps,gobiensis,"Cyprich, Kiefer & Cendsuren",1977,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,golovi,golovi,Ioff & Tiflov,1930,"Ctenophthalmus saratovi Ioff & Tiflov, 1938",,
Siphonaptera,Pulicomorpha,Vermipsylloidea  ,Vermipsyllidae,,Vermipsylla,asymmetrica,gonggaiensis,Bai & Lu,2016,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Amphipsylla,longispina,gongheensis,Zhang & Ma,1987,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Macrostylophora,bispiniforma,gongshanensis,Gong & Xie,1990,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,apertus,gosalbezi,Beaucournu,1975,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,agyrtes,graecus,Jordan,1926,"Ctenophthalmus agyrtes jordanianus Peus, 1950",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllidae,Ischnopsyllinae,Dampfia,grahami,grahami,(Waterston),1915,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Kohlsia,graphis,graphis,(Rothschild),1909,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,gratus,gratus,Jordan & Rothschild,1920,,,
Siphonaptera,Hystrichopsyllomorpha,Stephanocircidoidea,Stephanocircidae,Stephanocircinae,Stephanocircus,greeni,greeni,Traub & Dunnet,1973,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Amphipsylla,tuta,gregorii,Brelih,1975,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Megabothris,asio,gregsoni,Holland,1950,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Palaeopsylla,atlantica,grulichi,Beaucournu,1975,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,cophurus,grzimeki,Hubbard,1964,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Frontopsylla,frontalis,gud,Argyropulo,1935,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Hystrichopsyllidae,Hystrichopsyllinae,Hystrichopsylla,orientalis,guentheri,Peus,1977,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Macrostylophora,hastata,hainanensis,Liu & Pan,1986,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Peromyscopsylla,hamifer,hamifer,(Rothschild),1906,"Peromyscopsylla hamifer markworth Hubbard, 1949",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Macrostylophora,hastata,hastata,(Jordan & Rothschild),1921,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Macrostylophora,hebeiensis,hebeiensis,"Liu, Wu & Chang",1979,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Mesopsylla,hebes,hebes,Jordan & Rothschild,1915,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Amphalius ,spirataenius,heishuiensis,"Wang, Chen & Zhai",1983,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,nivalis,helviticus,Smit,1963,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,cophurus,hemingwayi,Hubbard,1963,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Neotyphloceras,crassispina,hemisis,Jordan,1936,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,henleyi,henleyi,(Rothschild),1904,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,bisoctodentatus,heselhausi,(Oudemans),1914,"Ctenophthalmus bisoctodentatus occidentalis Smit, 1956",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Peromyscopsylla,hesperomys,hesperomys,(Baker),1904,"Peromyscopsylla spinifrons I. Fox, 1939",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Amphipsylla,sibirica,hetera,Jordan,1932,"Amphipsylla sibirica intermedia Rosicky, 1957",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Anomiopsyllinae,Anomiopsyllus,nudatus,hiemalis,Eads & Menzies,1948,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Peromyscopsylla,himalaica,himalaica,(Rothschild),1915,,,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Spilopsyllinae,Xenopsylla,hirsuta,hirsuta,Ingram,1928,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,hopkinsi,hopkins,Hubbard,1963,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Amphipsylla,quadratoides,huangnanensis,"Ni, Wu & Huang",1984,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Frontopsylla,elata,humida,Tiflov,1937,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Rhadinopsyllinae,Nearctopsylla,genalis,hygini,(Rothschild),1904,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,hypanis,hypanis,Ioff,1950,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,ubayensis,ianlinni,Beaucournu,1969,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Caenopsylla,laptevi,ibera,Beaucournu & Marquez,1987,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Hystrichopsyllidae,Hystrichopsyllinae,Hystrichopsylla,talpae,ibera,Beaucournu & Launay,1979,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,dolichus,idae,Ioff,1940,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,agyrtes,impavidus,Jordan,1928,"Ctenophthalmus agyrtes sapaudianus Beaucournu, 1964",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Ophthalmopsylla,volgensis,impersia,Traub & Evans,1967,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllidae,Ischnopsyllinae,Rhinolophopsylla,unipectinata,indica,Jordan & Rothschild,1921,,,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Pulicinae,Echidnophaga,ambulans,inepta,M. Rothschild,1936,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Stenoponiinae,Stenoponia,tripectinata,insperata,Weiss,1930,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Ceratophyllus,vagabundus,insularis,Rothschild,1906,"Ceratophyllus dimi Mikulin, 1958",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Frontopsylla,elatoides,intermedia,"Cai, Wu & Zhang",1987,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Doratopsyllinae,Adoratopsylla,intermedia,intermedia,(Jordan),1926,"Stenopsylla cruzi Cunha, 1914; Sternopsylla intermedia oxyura Jordan, 1926",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Ophthalmopsylla,volgensis,intermedia,Argyropulo,1946,,,
Siphonaptera,Pygiopsyllomorpha,Pygiopsylloidea,Pygiopsyllidae,,Bibikovana,rainbowi,inusitata,Mardon & Allison,1982,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Amalaraeus,andersoni,ioffi,(Darskaya),1949,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Neopsyllinae,Paraneopsylla,ioffi,ioffi,Tiflov,1937,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Stenoponiinae,Stenoponia,tripectinata,irakana,Jordan,1958,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Doratopsyllinae,Doratopsylla,dampfi,irana,Peus,1977,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,iranus,iranus,Argyropulo,1935,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,iranus,iranus,Wagner & Argyropulo,1934,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Amphipsylla,phaiomydis,iskul,Shvarts,1953,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,henleyi,israelicus,Smit,1960,,,
